UKER;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
22-Feb;DEPO; 95 ; 69 ; 102 ; 51 ; 66 ; 53 ; 48 ; 170 ; 132 ; 414 ; 140 ; 67 ; 141 ; 30 ; 37 ; 63 ; 66 ; 398 ; 95 ; 79 ; 45 ; 158 ; 266 ; 283 ; 159 ; 150 ; 258 ; 268 ; 128 ; 319 
23-Feb;DEPO; 95 ; 70 ; 102 ; 51 ; 66 ; 53 ; 47 ; 168 ; 132 ; 414 ; 140 ; 66 ; 140 ; 30 ; 37 ; 64 ; 66 ; 398 ; 95 ; 79 ; 45 ; 158 ; 266 ; 283 ; 159 ; 160 ; 258 ; 268 ; 128 ; 319 
24-Feb;DEPO; 95 ; 70 ; 102 ; 51 ; 66 ; 53 ; 47 ; 167 ; 132 ; 413 ; 140 ; 66 ; 140 ; 30 ; 37 ; 64 ; 65 ; 394 ; 95 ; 79 ; 45 ; 158 ; 265 ; 282 ; 159 ; 159 ; 258 ; 268 ; 128 ; 319 
25-Feb;DEPO; 94 ; 70 ; 102 ; 51 ; 65 ; 53 ; 47 ; 154 ; 132 ; 414 ; 140 ; 66 ; 140 ; 30 ; 37 ; 64 ; 65 ; 394 ; 95 ; 79 ; 45 ; 156 ; 266 ; 283 ; 159 ; 159 ; 358 ; 267 ; 128 ; 319 
26-Feb;DEPO; 93 ; 70 ; 102 ; 51 ; 66 ; 53 ; 47 ; 136 ; 132 ; 414 ; 140 ; 67 ; 140 ; 30 ; 37 ; 64 ; 65 ; 393 ; 95 ; 79 ; 45 ; 156 ; 268 ; 283 ; 159 ; 159 ; 358 ; 268 ; 128 ; 319 
27-Feb;DEPO; 99 ; 70 ; 102 ; 52 ; 66 ; 53 ; 47 ; 136 ; 132 ; 414 ; 140 ; 67 ; 140 ; 30 ; 38 ; 63 ; 65 ; 393 ; 95 ; 79 ; 45 ; 156 ; 288 ; 283 ; 158 ; 159 ; 308 ; 267 ; 128 ; 298 
28-Feb;DEPO; 99 ; 70 ; 102 ; 52 ; 66 ; 53 ; 47 ; 136 ; 132 ; 414 ; 140 ; 66 ; 140 ; 30 ; 38 ; 63 ; 65 ; 393 ; 95 ; 79 ; 45 ; 156 ; 288 ; 282 ; 158 ; 159 ; 307 ; 267 ; 128 ; 298 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-Mar;DEPO; 99 ; 70 ; 102 ; 52 ; 66 ; 53 ; 47 ; 136 ; 132 ; 414 ; 140 ; 67 ; 140 ; 30 ; 37 ; 63 ; 65 ; 393 ; 95 ; 79 ; 45 ; 156 ; 288 ; 282 ; 159 ; 159 ; 308 ; 267 ; 128 ; 298 
02-Mar;DEPO; 99 ; 70 ; 102 ; 52 ; 65 ; 53 ; 47 ; 114 ; 132 ; 414 ; 138 ; 69 ; 73 ; 30 ; 37 ; 63 ; 64 ; 391 ; 95 ; 79 ; 45 ; 155 ; 288 ; 283 ; 159 ; 160 ; 307 ; 268 ; 128 ; 334 
03-Mar;DEPO; 99 ; 70 ; 102 ; 52 ; 66 ; 53 ; 44 ; 114 ; 133 ; 414 ; 138 ; 69 ; 73 ; 30 ; 37 ; 63 ; 64 ; 392 ; 95 ; 79 ; 45 ; 155 ; 284 ; 283 ; 159 ; 160 ; 307 ; 267 ; 128 ; 334 
04-Mar;DEPO; 99 ; 70 ; 102 ; 52 ; 65 ; 53 ; 45 ; 116 ; 133 ; 414 ; 138 ; 69 ; 73 ; 30 ; 37 ; 63 ; 64 ; 392 ; 95 ; 78 ; 45 ; 156 ; 294 ; 268 ; 159 ; 161 ; 307 ; 265 ; 128 ; 333 
05-Mar;DEPO; 99 ; 70 ; 102 ; 52 ; 65 ; 53 ; 45 ; 115 ; 133 ; 414 ; 138 ; 69 ; 73 ; 29 ; 38 ; 63 ; 64 ; 389 ; 94 ; 78 ; 45 ; 158 ; 294 ; 268 ; 159 ; 160 ; 257 ; 266 ; 128 ; 340 
06-Mar;DEPO; 99 ; 70 ; 102 ; 52 ; 65 ; 53 ; 45 ; 135 ; 133 ; 413 ; 138 ; 69 ; 73 ; 29 ; 37 ; 63 ; 64 ; 388 ; 94 ; 78 ; 45 ; 158 ; 294 ; 263 ; 159 ; 158 ; 252 ; 265 ; 128 ; 340 
07-Mar;DEPO; 99 ; 70 ; 102 ; 53 ; 65 ; 53 ; 45 ; 135 ; 133 ; 414 ; 138 ; 69 ; 73 ; 29 ; 37 ; 63 ; 64 ; 388 ; 94 ; 78 ; 45 ; 158 ; 294 ; 263 ; 159 ; 159 ; 252 ; 266 ; 128 ; 339 
08-Mar;DEPO; 100 ; 70 ; 102 ; 53 ; 65 ; 53 ; 45 ; 135 ; 133 ; 413 ; 138 ; 69 ; 73 ; 30 ; 37 ; 63 ; 64 ; 387 ; 94 ; 78 ; 45 ; 158 ; 294 ; 263 ; 159 ; 159 ; 251 ; 265 ; 128 ; 340 
09-Mar;DEPO; 97 ; 68 ; 99 ; 51 ; 64 ; 52 ; 43 ; 133 ; 131 ; 408 ; 136 ; 66 ; 70 ; 28 ; 36 ; 62 ; 62 ; 384 ; 93 ; 77 ; 44 ; 156 ; 289 ; 258 ; 157 ; 155 ; 250 ; 262 ; 127 ; 332 
10-Mar;DEPO; 97 ; 68 ; 99 ; 51 ; 64 ; 51 ; 43 ; 133 ; 131 ; 408 ; 136 ; 66 ; 70 ; 28 ; 36 ; 62 ; 62 ; 384 ; 93 ; 77 ; 44 ; 156 ; 289 ; 257 ; 157 ; 155 ; 250 ; 262 ; 127 ; 332 
11-Mar;DEPO; 96 ; 67 ; 98 ; 51 ; 63 ; 51 ; 42 ; 133 ; 130 ; 406 ; 135 ; 66 ; 69 ; 28 ; 36 ; 62 ; 61 ; 383 ; 92 ; 77 ; 43 ; 155 ; 288 ; 256 ; 157 ; 154 ; 249 ; 261 ; 126 ; 330 
12-Mar;DEPO; 96 ; 67 ; 99 ; 51 ; 63 ; 51 ; 42 ; 133 ; 130 ; 407 ; 136 ; 66 ; 69 ; 28 ; 36 ; 62 ; 61 ; 384 ; 92 ; 77 ; 43 ; 156 ; 288 ; 257 ; 157 ; 154 ; 250 ; 262 ; 126 ; 330 
